-3.338681459426879883e-01,3.655207529664039612e-02,6.107570230960845947e-02,-6.094817444682121277e-02,2.171708941459655762e-01,-5.598446354269981384e-02,-1.143826842308044434e-01,-4.683300256729125977e-01,1.802501231431961060e-01,1.353825479745864868e-01,2.517501115798950195e-01,4.202655702829360962e-02,3.626105189323425293e-01,4.177114963531494141e-01,1.337760537862777710e-01,1.461366266012191772e-01
2.304839529097080231e-02,1.976813971996307373e-01,1.041194573044776917e-01,-3.547667860984802246e-01,2.984692454338073730e-01,2.052448540925979614e-01,3.982444405555725098e-01,2.117785997688770294e-02,-2.507190704345703125e-01,-2.207200080156326294e-01,4.302796721458435059e-01,-1.131519898772239685e-01,-3.140870928764343262e-01,2.226220965385437012e-01,-1.291623115539550781e-01,8.406336605548858643e-02
-1.734307222068309784e-02,-1.374864876270294189e-01,-2.049872726202011108e-01,-2.398033291101455688e-01,2.534261047840118408e-01,3.757754266262054443e-01,2.821578681468963623e-01,-2.440218180418014526e-01,1.002892479300498962e-01,1.075499057769775391e-01,-1.781241893768310547e-01,-2.048277854919433594e-01,3.690255060791969299e-02,1.325698792934417725e-01,1.673126965761184692e-01,1.495510339736938477e-02
-2.713858187198638916e-01,-1.147867217659950256e-01,-1.659967899322509766e-01,-5.631477758288383484e-02,6.976769119501113892e-02,-4.598889648914337158e-01,4.504746794700622559e-01,3.768530488014221191e-01,6.946822404861450195e-01,2.261474579572677612e-01,2.808203399181365967e-01,7.816087454557418823e-02,3.585340688005089760e-03,4.569362699985504150e-01,3.858762085437774658e-01,1.291196048259735107e-01
3.294288814067840576e-01,-2.006817609071731567e-01,3.032315671443939209e-01,-8.898723125457763672e-02,2.835680842399597168e-01,6.339231878519058228e-02,1.124827750027179718e-02,-2.223711460828781128e-01,3.024154007434844971e-01,1.940650306642055511e-02,-1.218622103333473206e-01,-8.837734162807464600e-02,-2.857100665569305420e-01,2.802490815520286560e-02,3.242575526237487793e-01,1.469097286462783813e-01
3.193389475345611572e-01,-1.829847246408462524e-01,-2.383827269077301025e-01,2.363870739936828613e-01,3.286028653383255005e-02,3.864726126194000244e-01,-7.912879437208175659e-02,-2.187452316284179688e-01,4.154200255870819092e-01,-1.227205097675323486e-01,9.828002005815505981e-02,-7.986658811569213867e-02,1.658658981323242188e-01,-1.123029738664627075e-01,1.404427886009216309e-01,9.800317883491516113e-02
-1.112258285284042358e-01,-8.588671917095780373e-04,2.901762425899505615e-01,1.805738210678100586e-01,-8.952908962965011597e-02,-4.150488600134849548e-02,6.880246847867965698e-02,5.398252233862876892e-02,-8.035032451152801514e-02,7.653072476387023926e-02,4.164055883884429932e-01,2.776142656803131104e-01,-1.930425316095352173e-01,1.442021969705820084e-02,2.557512819766998291e-01,-1.023222655057907104e-01
1.176589354872703552e-01,2.836191356182098389e-01,1.097498014569282532e-01,-1.857866048812866211e-01,1.493469774723052979e-01,2.307584881782531738e-01,1.562080234289169312e-01,1.485170125961303711e-01,1.671404540538787842e-01,1.116658151149749756e-01,-3.177334554493427277e-03,4.816325306892395020e-01,1.964397877454757690e-01,-4.863426685333251953e-01,1.349743008613586426e-01,2.208967357873916626e-01
-1.036015674471855164e-01,7.507508248090744019e-02,4.133183360099792480e-01,1.333516389131546021e-01,1.521287411451339722e-01,-5.325986817479133606e-02,8.964654058218002319e-02,-2.685020267963409424e-01,1.725270450115203857e-01,3.221021220088005066e-02,-3.401921130716800690e-03,-3.661828637123107910e-01,-2.201343476772308350e-01,-3.154872953891754150e-01,2.585845589637756348e-01,5.367955937981605530e-02
4.521512985229492188e-02,2.929987013339996338e-01,1.560439765453338623e-01,-1.805256903171539307e-01,2.576442360877990723e-01,1.534557901322841644e-02,-3.306078016757965088e-01,3.640075325965881348e-01,-2.447922378778457642e-01,1.406876891851425171e-01,-2.169198095798492432e-01,-4.357346519827842712e-02,2.308535873889923096e-01,4.600529670715332031e-01,-1.217138543725013733e-01,-1.488730907440185547e-01
2.629125416278839111e-01,-2.158567756414413452e-01,3.443982899188995361e-01,-4.016858339309692383e-02,-1.637045497773215175e-04,7.735466957092285156e-02,-2.370910197496414185e-01,5.037152674049139023e-03,-4.223184287548065186e-01,-5.573425889015197754e-01,1.899707913398742676e-01,1.782167255878448486e-01,1.316343545913696289e-01,1.442313641309738159e-01,-6.025943905115127563e-02,-9.523227810859680176e-02
